Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Family_Size,is_alone,Age_x_Pclass,FarePerPerson,AgeGroup,FamilySize,AgeFareRatio,IsChild,IsRich
1,3,0,36.0,1,0,17.4,0,2,0,108.0,8.7,3,2,1.956521739130435,0,1
0,3,1,28.0,0,0,7.75,2,1,1,84.0,7.75,2,1,3.2,0,0
0,3,1,40.0,0,0,7.8958,0,1,1,120.0,7.8958,3,1,4.496503968164752,0,0
0,2,1,28.0,0,0,13.5,0,1,1,56.0,13.5,2,1,1.9310344827586208,0,0
0,3,1,28.0,0,0,8.05,0,1,1,84.0,8.05,2,1,3.0939226519337013,0,0
0,3,0,28.0,0,0,8.05,0,1,1,84.0,8.05,2,1,3.0939226519337013,0,0
0,3,1,24.0,2,0,24.15,0,3,0,72.0,8.049999999999999,2,3,0.9542743538767396,0,1
0,3,1,19.0,0,0,7.8958,0,1,1,57.0,7.8958,2,1,2.1358393848782566,0,0
0,3,0,29.0,0,4,21.075,0,5,0,87.0,4.215,2,5,1.3137032842582106,0,1
0,3,1,28.0,0,0,7.2292,1,1,1,84.0,7.2292,2,1,3.4025178632187822,0,0
1,3,1,32.0,0,0,7.8542,0,1,1,96.0,7.8542,2,1,3.6141040410200813,0,0
1,2,1,62.0,0,0,10.5,0,1,1,124.0,10.5,4,1,5.391304347826087,0,0
1,1,0,53.0,2,0,51.4792,0,3,0,53.0,17.15973333333333,3,3,1.0099239317672526,0,1
1,1,1,36.0,0,0,26.3875,0,1,1,36.0,26.3875,3,1,1.3144682793245095,0,1
1,3,0,28.0,0,0,7.75,2,1,1,84.0,7.75,2,1,3.2,0,0
0,3,1,16.0,0,0,8.05,0,1,1,48.0,8.05,1,1,1.7679558011049723,0,0
0,3,1,19.0,0,0,14.5,0,1,1,57.0,14.5,2,1,1.2258064516129032,0,1
1,2,0,34.0,0,0,13.0,0,1,1,68.0,13.0,2,1,2.4285714285714284,0,0
1,1,0,39.0,1,0,55.9,0,2,0,39.0,27.95,3,2,0.6854130052724078,0,1
0,3,0,28.0,1,0,14.4583,1,2,0,84.0,7.22915,2,2,1.8113246605383517,0,1
1,3,1,32.0,0,0,7.925,0,1,1,96.0,7.925,2,1,3.5854341736694675,0,0
1,2,0,25.0,1,1,30.0,0,3,0,50.0,10.0,2,3,0.8064516129032258,0,1
1,1,0,39.0,1,1,110.8833,1,3,0,39.0,36.9611,3,3,0.3485774910107228,0,1
0,2,1,54.0,0,0,26.0,0,1,1,108.0,26.0,3,1,2.0,0,1
0,1,1,36.0,0,0,40.125,1,1,1,36.0,40.125,3,1,0.8753799392097265,0,1
0,3,1,28.0,0,0,8.7125,1,1,1,84.0,8.7125,2,1,2.8828828828828827,0,0
1,1,0,18.0,0,2,79.65,0,3,0,18.0,26.55,1,3,0.22318660880347177,0,1
0,2,1,47.0,0,0,15.0,0,1,1,94.0,15.0,3,1,2.9375,0,1
1,1,1,60.0,1,1,79.2,1,3,0,60.0,26.400000000000002,3,3,0.7481296758104737,0,1
0,3,1,22.0,0,0,8.05,0,1,1,66.0,8.05,2,1,2.430939226519337,0,0
0,3,1,28.0,0,0,8.05,0,1,1,84.0,8.05,2,1,3.0939226519337013,0,0
0,3,1,35.0,0,0,7.125,0,1,1,105.0,7.125,2,1,4.3076923076923075,0,0
1,1,0,52.0,1,0,78.2667,1,2,0,52.0,39.13335,3,2,0.6560131808186792,0,1
0,3,1,47.0,0,0,7.25,0,1,1,141.0,7.25,3,1,5.696969696969697,0,0
0,3,0,28.0,0,2,7.75,2,3,0,84.0,2.5833333333333335,2,3,3.2,0,0
0,2,1,37.0,1,0,26.0,0,2,0,74.0,13.0,3,2,1.3703703703703705,0,1
0,3,1,36.0,1,1,24.15,0,3,0,108.0,8.049999999999999,3,3,1.4314115308151094,0,1
1,2,0,28.0,0,0,33.0,0,1,1,56.0,33.0,2,1,0.8235294117647058,0,1
0,3,1,49.0,0,0,0.0,0,1,1,147.0,0.0,3,1,49.0,0,0
0,3,1,28.0,0,0,7.225,1,1,1,84.0,7.225,2,1,3.404255319148936,0,0
1,1,1,49.0,1,0,56.9292,1,2,0,49.0,28.4646,3,2,0.8458601189037652,0,1
1,2,0,24.0,2,1,27.0,0,4,0,48.0,6.75,2,4,0.8571428571428571,0,1
0,3,1,28.0,0,0,7.8958,0,1,1,84.0,7.8958,2,1,3.147552777715326,0,0
0,1,1,28.0,0,0,42.4,0,1,1,28.0,42.4,2,1,0.6451612903225806,0,1
0,3,1,44.0,0,0,8.05,0,1,1,132.0,8.05,3,1,4.861878453038674,0,0
1,1,1,35.0,0,0,26.55,1,1,1,35.0,26.55,2,1,1.2704174228675136,0,1
0,3,1,36.0,1,0,15.55,0,2,0,108.0,7.775,3,2,2.175226586102719,0,1
0,3,1,30.0,0,0,7.8958,0,1,1,90.0,7.8958,2,1,3.3723779761235635,0,0
1,1,1,27.0,0,0,30.5,0,1,1,27.0,30.5,2,1,0.8571428571428571,0,1
1,2,0,22.0,1,2,41.5792,1,4,0,44.0,10.3948,2,4,0.5166842026153615,0,1
1,1,0,40.0,0,0,153.4625,0,1,1,40.0,153.4625,3,1,0.25896253135874403,0,1
0,3,0,39.0,1,5,31.275,0,7,0,117.0,4.4678571428571425,3,7,1.2083656080557708,0,1
0,3,1,28.0,0,0,7.05,0,1,1,84.0,7.05,2,1,3.4782608695652173,0,0
1,3,0,28.0,1,0,15.5,2,2,0,84.0,7.75,2,2,1.696969696969697,0,1
0,3,1,28.0,0,0,7.75,2,1,1,84.0,7.75,2,1,3.2,0,0
0,3,1,35.0,0,0,8.05,0,1,1,105.0,8.05,2,1,3.867403314917127,0,0
1,2,0,24.0,1,2,65.0,0,4,0,48.0,16.25,2,4,0.36363636363636365,0,1
0,3,1,34.0,1,1,14.4,0,3,0,102.0,4.8,2,3,2.207792207792208,0,0
0,3,0,26.0,1,0,16.1,0,2,0,78.0,8.05,2,2,1.5204678362573099,0,1
1,2,0,4.0,2,1,39.0,0,4,0,8.0,9.75,0,4,0.1,1,1
0,2,1,26.0,0,0,10.5,0,1,1,52.0,10.5,2,1,2.260869565217391,0,0
0,3,1,27.0,1,0,14.4542,1,2,0,81.0,7.2271,2,2,1.7470978763054703,0,0
1,1,1,42.0,1,0,52.5542,0,2,0,42.0,26.2771,3,2,0.7842522155125088,0,1
1,3,1,20.0,1,1,15.7417,1,3,0,60.0,5.247233333333333,2,3,1.1946218125996761,0,1
0,3,1,21.0,0,0,7.8542,0,1,1,63.0,7.8542,2,1,2.3717557769194286,0,0
0,3,1,21.0,0,0,16.1,0,1,1,63.0,16.1,2,1,1.2280701754385963,0,1
0,1,1,61.0,0,0,32.3208,0,1,1,61.0,32.3208,4,1,1.8306883388153947,0,1
0,2,1,57.0,0,0,12.35,2,1,1,114.0,12.35,3,1,4.269662921348314,0,0
1,1,0,21.0,0,0,77.9583,0,1,1,21.0,77.9583,2,1,0.2659631729659833,0,1
0,3,1,26.0,0,0,7.8958,0,1,1,78.0,7.8958,2,1,2.922727579307088,0,0
0,3,1,28.0,0,0,7.7333,2,1,1,84.0,7.7333,2,1,3.206119107324837,0,0
1,1,1,80.0,0,0,30.0,0,1,1,80.0,30.0,4,1,2.5806451612903225,0,1
0,3,1,51.0,0,0,7.0542,0,1,1,153.0,7.0542,3,1,6.332100022348588,0,0
1,1,1,32.0,0,0,30.5,1,1,1,32.0,30.5,2,1,1.0158730158730158,0,1
0,1,1,28.0,0,0,0.0,0,1,1,28.0,0.0,2,1,28.0,0,0
0,3,0,9.0,3,2,27.9,0,6,0,27.0,4.6499999999999995,0,6,0.31141868512110726,1,1
1,2,0,28.0,0,0,13.0,0,1,1,56.0,13.0,2,1,2.0,0,0
0,3,1,32.0,0,0,7.925,0,1,1,96.0,7.925,2,1,3.5854341736694675,0,0
0,2,1,31.0,1,1,26.25,0,3,0,62.0,8.75,2,3,1.1376146788990826,0,1
0,3,0,41.0,0,5,39.6875,0,6,0,123.0,6.614583333333333,3,6,1.0076804915514592,0,1
0,3,1,28.0,1,0,16.1,0,2,0,84.0,8.05,2,2,1.6374269005847952,0,1
0,3,1,20.0,0,0,7.8542,0,1,1,60.0,7.8542,2,1,2.258815025637551,0,0
1,1,0,24.0,0,0,69.3,1,1,1,24.0,69.3,2,1,0.34139402560455195,0,1
0,3,0,2.0,3,2,27.9,0,6,0,6.0,4.6499999999999995,0,6,0.06920415224913495,1,1
1,3,1,28.0,0,0,56.4958,0,1,1,84.0,56.4958,2,1,0.4869920933355132,0,1
1,3,0,0.75,2,1,19.2583,1,4,0,2.25,4.814575,0,4,0.037021862643953345,1,1
1,1,1,48.0,1,0,76.7292,1,2,0,48.0,38.3646,3,2,0.617528547830159,0,1
0,3,1,19.0,0,0,7.8958,0,1,1,57.0,7.8958,2,1,2.1358393848782566,0,0
1,1,1,56.0,0,0,35.5,1,1,1,56.0,35.5,3,1,1.5342465753424657,0,1
0,3,1,28.0,0,0,7.55,0,1,1,84.0,7.55,2,1,3.2748538011695905,0,0
1,3,0,23.0,0,0,7.55,0,1,1,69.0,7.55,2,1,2.6900584795321634,0,0
0,3,1,28.0,0,0,7.8958,0,1,1,84.0,7.8958,2,1,3.147552777715326,0,0
1,2,0,18.0,0,1,23.0,0,2,0,36.0,11.5,1,2,0.75,0,1
0,3,1,21.0,0,0,8.4333,0,1,1,63.0,8.4333,2,1,2.2261562761705873,0,0
1,3,0,28.0,0,0,7.8292,2,1,1,84.0,7.8292,2,1,3.17129524758755,0,0
0,3,0,18.0,0,0,6.75,2,1,1,54.0,6.75,1,1,2.3225806451612905,0,0
0,2,1,24.0,2,0,73.5,0,3,0,48.0,24.5,2,3,0.3221476510067114,0,1
0,3,1,28.0,0,0,7.8958,0,1,1,84.0,7.8958,2,1,3.147552777715326,0,0
0,3,0,32.0,1,1,15.5,2,3,0,96.0,5.166666666666667,2,3,1.9393939393939394,0,1
0,2,1,23.0,0,0,13.0,0,1,1,46.0,13.0,2,1,1.6428571428571428,0,0
0,1,1,58.0,0,2,113.275,1,3,0,58.0,37.75833333333333,3,3,0.5075475825858674,0,1
1,1,1,50.0,2,0,133.65,0,3,0,50.0,44.550000000000004,3,3,0.3713330857779428,0,1
0,3,1,40.0,0,0,7.225,1,1,1,120.0,7.225,3,1,4.86322188449848,0,0
0,1,1,47.0,0,0,25.5875,0,1,1,47.0,25.5875,3,1,1.7677480018805831,0,1
0,3,1,36.0,0,0,7.4958,0,1,1,108.0,7.4958,3,1,4.237387885778856,0,0
1,3,1,20.0,1,0,7.925,0,2,0,60.0,3.9625,2,2,2.2408963585434174,0,0
0,2,1,32.0,2,0,73.5,0,3,0,64.0,24.5,2,3,0.42953020134228187,0,1
0,2,1,25.0,0,0,13.0,0,1,1,50.0,13.0,2,1,1.7857142857142858,0,0
0,3,1,28.0,0,0,7.775,0,1,1,84.0,7.775,2,1,3.190883190883191,0,0
0,3,1,43.0,0,0,8.05,0,1,1,129.0,8.05,3,1,4.751381215469613,0,0
1,1,0,28.0,1,0,52.0,0,2,0,28.0,26.0,2,2,0.5283018867924528,0,1
1,2,0,40.0,1,1,39.0,0,3,0,80.0,13.0,3,3,1.0,0,1
0,1,1,31.0,1,0,52.0,0,2,0,31.0,26.0,2,2,0.5849056603773585,0,1
0,2,1,70.0,0,0,10.5,0,1,1,140.0,10.5,4,1,6.086956521739131,0,0
1,2,1,31.0,0,0,13.0,0,1,1,62.0,13.0,2,1,2.2142857142857144,0,0
0,2,1,28.0,0,0,0.0,0,1,1,56.0,0.0,2,1,28.0,0,0
0,3,1,18.0,0,0,7.775,0,1,1,54.0,7.775,1,1,2.051282051282051,0,0
0,3,1,24.5,0,0,8.05,0,1,1,73.5,8.05,2,1,2.707182320441989,0,0
1,3,0,18.0,0,0,9.8417,0,1,1,54.0,9.8417,1,1,1.6602562328786077,0,0
0,3,0,43.0,1,6,46.9,0,8,0,129.0,5.8625,3,8,0.8977035490605428,0,1
1,1,1,36.0,0,1,512.3292,1,2,0,36.0,256.1646,3,2,0.07013043481648813,0,1
0,3,0,28.0,0,0,8.1375,2,1,1,84.0,8.1375,2,1,3.0642954856361153,0,0
1,1,1,27.0,0,0,76.7292,1,1,1,27.0,76.7292,2,1,0.34735980815446443,0,1
0,3,1,20.0,0,0,9.225,0,1,1,60.0,9.225,2,1,1.9559902200488999,0,0
0,3,1,14.0,5,2,46.9,0,8,0,42.0,5.8625,1,8,0.29227557411273486,1,1
0,2,1,60.0,1,1,39.0,0,3,0,120.0,13.0,3,3,1.5,0,1
0,2,1,25.0,1,2,41.5792,1,4,0,50.0,10.3948,2,4,0.587141139335638,0,1
0,3,1,14.0,4,1,39.6875,0,6,0,42.0,6.614583333333333,1,6,0.34408602150537637,1,1
0,3,1,19.0,0,0,10.1708,0,1,1,57.0,10.1708,2,1,1.7008629641565511,0,0
0,3,1,18.0,0,0,7.7958,0,1,1,54.0,7.7958,1,1,2.0464312512790195,0,0
1,1,0,15.0,0,1,211.3375,0,2,0,15.0,105.66875,1,2,0.07064225584270324,1,1
1,1,1,31.0,1,0,57.0,0,2,0,31.0,28.5,2,2,0.5344827586206896,0,1
1,3,0,4.0,0,1,13.4167,1,2,0,12.0,6.70835,0,2,0.2774560058820673,1,0
1,3,1,28.0,0,0,56.4958,0,1,1,84.0,56.4958,2,1,0.4869920933355132,0,1
0,3,1,25.0,0,0,7.225,1,1,1,75.0,7.225,2,1,3.0395136778115504,0,0
0,1,1,60.0,0,0,26.55,0,1,1,60.0,26.55,3,1,2.1778584392014517,0,1
0,2,1,52.0,0,0,13.5,0,1,1,104.0,13.5,3,1,3.586206896551724,0,0
0,3,1,44.0,0,0,8.05,0,1,1,132.0,8.05,3,1,4.861878453038674,0,0
1,3,0,28.0,0,0,7.7333,2,1,1,84.0,7.7333,2,1,3.206119107324837,0,0
0,1,1,49.0,1,1,110.8833,1,3,0,49.0,36.9611,3,3,0.43795633485962604,0,1
0,3,1,42.0,0,0,7.65,0,1,1,126.0,7.65,3,1,4.855491329479769,0,0
1,1,0,18.0,1,0,227.525,1,2,0,18.0,113.7625,1,2,0.07876599934361667,0,1
1,1,1,35.0,0,0,26.2875,0,1,1,35.0,26.2875,2,1,1.2826385707741639,0,1
0,3,0,18.0,0,1,14.4542,1,2,0,54.0,7.2271,1,2,1.1647319175369801,0,0
0,3,1,25.0,0,0,7.7417,2,1,1,75.0,7.7417,2,1,2.859855634487571,0,0
0,3,1,26.0,1,0,7.8542,0,2,0,78.0,3.9271,2,2,2.936459533328816,0,0
0,2,1,39.0,0,0,26.0,0,1,1,78.0,26.0,3,1,1.4444444444444444,0,1
1,2,0,45.0,0,0,13.5,0,1,1,90.0,13.5,3,1,3.103448275862069,0,0
1,1,1,42.0,0,0,26.2875,0,1,1,42.0,26.2875,3,1,1.5391662849289967,0,1
1,1,0,22.0,0,0,151.55,0,1,1,22.0,151.55,2,1,0.14421501147164864,0,1
1,3,1,28.0,1,1,15.2458,1,3,0,84.0,5.081933333333333,2,3,1.723522387324724,0,1
1,1,0,24.0,0,0,49.5042,1,1,1,24.0,49.5042,2,1,0.4752080025027622,0,1
0,1,1,28.0,0,0,26.55,0,1,1,28.0,26.55,2,1,1.0163339382940109,0,1
1,1,1,48.0,1,0,52.0,0,2,0,48.0,26.0,3,2,0.9056603773584906,0,1
0,3,1,29.0,0,0,9.4833,0,1,1,87.0,9.4833,2,1,2.766304503352952,0,0
0,2,1,52.0,0,0,13.0,0,1,1,104.0,13.0,3,1,3.7142857142857144,0,0
0,3,1,19.0,0,0,7.65,0,1,1,57.0,7.65,2,1,2.1965317919075145,0,0
1,1,0,38.0,0,0,227.525,1,1,1,38.0,227.525,3,1,0.16628377639207964,0,1
1,2,0,27.0,0,0,10.5,0,1,1,54.0,10.5,2,1,2.347826086956522,0,0
0,3,1,28.0,0,0,15.5,2,1,1,84.0,15.5,2,1,1.696969696969697,0,1
0,3,1,33.0,0,0,7.775,0,1,1,99.0,7.775,2,1,3.7606837606837606,0,0
1,2,0,6.0,0,1,33.0,0,2,0,12.0,16.5,0,2,0.17647058823529413,1,1
0,3,1,17.0,1,0,7.0542,0,2,0,51.0,3.5271,1,2,2.1107000074495295,0,0
0,2,1,34.0,0,0,13.0,0,1,1,68.0,13.0,2,1,2.4285714285714284,0,0
0,2,1,50.0,0,0,13.0,0,1,1,100.0,13.0,3,1,3.5714285714285716,0,0
1,1,1,27.0,1,0,53.1,0,2,0,27.0,26.55,2,2,0.49907578558225507,0,1
0,3,1,20.0,0,0,8.6625,0,1,1,60.0,8.6625,2,1,2.069857697283312,0,0
1,2,0,30.0,3,0,21.0,0,4,0,60.0,5.25,2,4,1.3636363636363635,0,1
1,3,0,28.0,0,0,7.7375,2,1,1,84.0,7.7375,2,1,3.204577968526466,0,0
0,2,1,25.0,1,0,26.0,0,2,0,50.0,13.0,2,2,0.9259259259259259,0,1
0,3,0,25.0,1,0,7.925,0,2,0,75.0,3.9625,2,2,2.8011204481792715,0,0
1,1,0,29.0,0,0,211.3375,0,1,1,29.0,211.3375,2,1,0.1365750279625596,0,1
0,3,1,11.0,0,0,18.7875,1,1,1,33.0,18.7875,0,1,0.5559065066329754,1,1
0,2,1,28.0,0,0,0.0,0,1,1,56.0,0.0,2,1,28.0,0,0
0,2,1,23.0,0,0,13.0,0,1,1,46.0,13.0,2,1,1.6428571428571428,0,0
0,2,1,23.0,0,0,13.0,0,1,1,46.0,13.0,2,1,1.6428571428571428,0,0
0,3,1,28.5,0,0,16.1,0,1,1,85.5,16.1,2,1,1.6666666666666665,0,1
0,3,0,48.0,1,3,34.375,0,5,0,144.0,6.875,3,5,1.3568904593639577,0,1
1,1,1,35.0,0,0,512.3292,1,1,1,35.0,512.3292,2,1,0.0681823671826968,0,1
0,3,1,28.0,0,0,7.8958,0,1,1,84.0,7.8958,2,1,3.147552777715326,0,0
0,3,1,28.0,0,0,7.8958,0,1,1,84.0,7.8958,2,1,3.147552777715326,0,0
1,1,1,28.0,0,0,30.0,0,1,1,28.0,30.0,2,1,0.9032258064516129,0,1
0,1,1,36.0,1,0,78.85,0,2,0,36.0,39.425,3,2,0.4508453350031309,0,1
1,1,0,21.0,2,2,262.375,1,5,0,21.0,52.475,2,5,0.07973421926910298,0,1
0,3,1,24.0,1,0,16.1,0,2,0,72.0,8.05,2,2,1.4035087719298245,0,1
1,3,1,31.0,0,0,7.925,0,1,1,93.0,7.925,2,1,3.4733893557422966,0,0
0,1,1,70.0,1,1,71.0,0,3,0,70.0,23.666666666666668,4,3,0.9722222222222222,0,1
0,3,1,16.0,1,1,20.25,0,3,0,48.0,6.75,1,3,0.7529411764705882,0,1
1,2,0,30.0,0,0,13.0,0,1,1,60.0,13.0,2,1,2.142857142857143,0,0
0,1,1,19.0,1,0,53.1,0,2,0,19.0,26.55,2,2,0.3512014787430684,0,1
0,3,1,31.0,0,0,7.75,2,1,1,93.0,7.75,2,1,3.5428571428571427,0,0
1,2,0,4.0,1,1,23.0,0,3,0,8.0,7.666666666666667,0,3,0.16666666666666666,1,1
1,3,1,6.0,0,1,12.475,0,2,0,18.0,6.2375,0,2,0.4452690166975881,1,0
0,3,1,33.0,0,0,9.5,0,1,1,99.0,9.5,2,1,3.142857142857143,0,0
0,3,1,23.0,0,0,7.8958,0,1,1,69.0,7.8958,2,1,2.585489781694732,0,0
1,2,0,48.0,1,2,65.0,0,4,0,96.0,16.25,3,4,0.7272727272727273,0,1
1,2,1,0.67,1,1,14.5,0,3,0,1.34,4.833333333333333,0,3,0.043225806451612905,1,1
0,3,1,28.0,0,0,7.7958,0,1,1,84.0,7.7958,2,1,3.183337501989586,0,0
0,2,1,18.0,0,0,11.5,0,1,1,36.0,11.5,1,1,1.44,0,0
0,3,1,34.0,0,0,8.05,0,1,1,102.0,8.05,2,1,3.756906077348066,0,0
1,1,0,33.0,0,0,86.5,0,1,1,33.0,86.5,2,1,0.37714285714285717,0,1
0,3,1,28.0,0,0,14.5,0,1,1,84.0,14.5,2,1,1.8064516129032258,0,1
0,3,1,41.0,0,0,7.125,0,1,1,123.0,7.125,3,1,5.046153846153846,0,0
1,3,1,20.0,0,0,7.2292,1,1,1,60.0,7.2292,2,1,2.4303699022991303,0,0
1,1,0,36.0,1,2,120.0,0,4,0,36.0,30.0,3,4,0.2975206611570248,0,1
0,3,1,16.0,0,0,7.775,0,1,1,48.0,7.775,1,1,1.8233618233618234,0,0
1,1,0,51.0,1,0,77.9583,0,2,0,51.0,38.97915,3,2,0.6459105629173881,0,1
0,1,1,28.0,0,0,39.6,1,1,1,28.0,39.6,2,1,0.689655172413793,0,1
0,3,0,30.5,0,0,7.75,2,1,1,91.5,7.75,2,1,3.4857142857142858,0,0
0,3,1,28.0,1,0,24.15,2,2,0,84.0,12.075,2,2,1.1133200795228628,0,1
0,3,1,32.0,0,0,8.3625,0,1,1,96.0,8.3625,2,1,3.4178905206942587,0,0
0,3,1,24.0,0,0,9.5,0,1,1,72.0,9.5,2,1,2.2857142857142856,0,0
0,3,1,48.0,0,0,7.8542,0,1,1,144.0,7.8542,3,1,5.421156061530122,0,0
0,2,0,57.0,0,0,10.5,0,1,1,114.0,10.5,3,1,4.956521739130435,0,0
0,3,1,28.0,0,0,7.225,1,1,1,84.0,7.225,2,1,3.404255319148936,0,0
1,2,0,54.0,1,3,23.0,0,5,0,108.0,4.6,3,5,2.25,0,1
0,3,1,18.0,0,0,7.75,0,1,1,54.0,7.75,1,1,2.057142857142857,0,0
0,3,1,28.0,0,0,7.75,2,1,1,84.0,7.75,2,1,3.2,0,0
1,3,0,5.0,0,0,12.475,0,1,1,15.0,12.475,0,1,0.3710575139146568,1,0
0,3,1,28.0,0,0,7.7375,2,1,1,84.0,7.7375,2,1,3.204577968526466,0,0
1,1,0,43.0,0,1,211.3375,0,2,0,43.0,105.66875,3,2,0.20250780008241595,0,1
1,3,0,13.0,0,0,7.2292,1,1,1,39.0,7.2292,1,1,1.5797404364944347,1,0
1,1,0,17.0,1,0,57.0,0,2,0,17.0,28.5,1,2,0.29310344827586204,0,1
0,1,1,29.0,0,0,30.0,0,1,1,29.0,30.0,2,1,0.9354838709677419,0,1
0,3,1,28.0,1,2,23.45,0,4,0,84.0,5.8625,2,4,1.1451942740286298,0,1
0,3,1,25.0,0,0,7.05,0,1,1,75.0,7.05,2,1,3.105590062111801,0,0
0,3,1,25.0,0,0,7.25,0,1,1,75.0,7.25,2,1,3.0303030303030303,0,0
1,3,0,18.0,0,0,7.4958,0,1,1,54.0,7.4958,1,1,2.118693942889428,0,0
0,3,1,8.0,4,1,29.125,2,6,0,24.0,4.854166666666667,0,6,0.26556016597510373,1,1
1,3,1,1.0,1,2,20.575,0,4,0,3.0,5.14375,0,4,0.046349942062572425,1,1
0,1,1,46.0,0,0,79.2,1,1,1,46.0,79.2,3,1,0.57356608478803,0,1
0,3,1,28.0,0,0,7.75,2,1,1,84.0,7.75,2,1,3.2,0,0
0,2,1,16.0,0,0,26.0,0,1,1,32.0,26.0,1,1,0.5925925925925926,0,1
0,3,0,28.0,8,2,69.55,0,11,0,84.0,6.322727272727272,2,11,0.39688164422395467,0,1
0,1,1,28.0,0,0,30.6958,1,1,1,28.0,30.6958,2,1,0.8833978003394772,0,1
0,3,1,25.0,0,0,7.8958,0,1,1,75.0,7.8958,2,1,2.8103149801029694,0,0
0,2,1,39.0,0,0,13.0,0,1,1,78.0,13.0,3,1,2.7857142857142856,0,0
1,1,0,49.0,0,0,25.9292,0,1,1,49.0,25.9292,3,1,1.8195861741158295,0,1
1,3,0,31.0,0,0,8.6833,0,1,1,93.0,8.6833,2,1,3.201387956585049,0,0
0,3,1,30.0,0,0,7.2292,1,1,1,90.0,7.2292,2,1,3.6455548534486955,0,0
0,3,0,30.0,1,1,24.15,0,3,0,90.0,8.049999999999999,2,3,1.1928429423459246,0,1
0,2,1,34.0,0,0,13.0,0,1,1,68.0,13.0,2,1,2.4285714285714284,0,0
1,2,0,31.0,1,1,26.25,0,3,0,62.0,8.75,2,3,1.1376146788990826,0,1
1,1,1,11.0,1,2,120.0,0,4,0,11.0,30.0,0,4,0.09090909090909091,1,1
1,3,1,0.42,0,1,8.5167,1,2,0,1.26,4.25835,0,2,0.044132945243624364,1,0
1,3,1,27.0,0,0,6.975,0,1,1,81.0,6.975,2,1,3.3855799373040756,0,0
0,3,1,31.0,0,0,7.775,0,1,1,93.0,7.775,2,1,3.5327635327635325,0,0
0,1,1,39.0,0,0,0.0,0,1,1,39.0,0.0,3,1,39.0,0,0
0,3,0,18.0,0,0,7.775,0,1,1,54.0,7.775,1,1,2.051282051282051,0,0
0,2,1,39.0,0,0,13.0,0,1,1,78.0,13.0,3,1,2.7857142857142856,0,0
1,1,0,33.0,1,0,53.1,0,2,0,33.0,26.55,2,2,0.609981515711645,0,1
0,3,1,26.0,0,0,7.8875,0,1,1,78.0,7.8875,2,1,2.9254571026722926,0,0
0,3,1,39.0,0,0,24.15,0,1,1,117.0,24.15,3,1,1.5506958250497018,0,1
0,2,1,35.0,0,0,10.5,0,1,1,70.0,10.5,2,1,3.0434782608695654,0,0
0,3,0,6.0,4,2,31.275,0,7,0,18.0,4.4678571428571425,0,7,0.18590240123934934,1,1
0,3,1,30.5,0,0,8.05,0,1,1,91.5,8.05,2,1,3.370165745856353,0,0
0,1,1,28.0,0,0,0.0,0,1,1,28.0,0.0,2,1,28.0,0,0
0,3,0,23.0,0,0,7.925,0,1,1,69.0,7.925,2,1,2.5770308123249297,0,0
0,2,1,31.0,1,1,37.0042,1,3,0,62.0,12.334733333333332,2,3,0.8156993174438615,0,1
0,3,1,43.0,0,0,6.45,0,1,1,129.0,6.45,3,1,5.771812080536913,0,0
0,3,1,10.0,3,2,27.9,0,6,0,30.0,4.6499999999999995,0,6,0.34602076124567477,1,1
1,1,0,52.0,1,1,93.5,0,3,0,52.0,31.166666666666668,3,3,0.5502645502645502,0,1
1,3,1,27.0,0,0,8.6625,0,1,1,81.0,8.6625,2,1,2.794307891332471,0,0
0,1,1,38.0,0,0,0.0,0,1,1,38.0,0.0,3,1,38.0,0,0
1,3,0,27.0,0,1,12.475,0,2,0,81.0,6.2375,2,2,2.0037105751391464,0,0
0,3,1,2.0,4,1,39.6875,0,6,0,6.0,6.614583333333333,0,6,0.04915514592933948,1,1
0,3,1,28.0,0,0,6.95,2,1,1,84.0,6.95,2,1,3.5220125786163523,0,0
0,3,1,28.0,0,0,56.4958,0,1,1,84.0,56.4958,2,1,0.4869920933355132,0,1
1,2,1,1.0,0,2,37.0042,1,3,0,2.0,12.334733333333332,0,3,0.0263128812078665,1,1
1,3,1,28.0,0,0,7.75,2,1,1,84.0,7.75,2,1,3.2,0,0
1,1,0,62.0,0,0,80.0,0,1,1,62.0,80.0,4,1,0.7654320987654321,0,1
1,3,0,15.0,1,0,14.4542,1,2,0,45.0,7.2271,1,2,0.9706099312808169,1,0
1,2,1,0.83,1,1,18.75,0,3,0,1.66,6.25,0,3,0.0420253164556962,1,1
0,3,1,28.0,0,0,7.2292,1,1,1,84.0,7.2292,2,1,3.4025178632187822,0,0
0,3,1,23.0,0,0,7.8542,0,1,1,69.0,7.8542,2,1,2.5976372794831835,0,0
0,3,1,18.0,0,0,8.3,0,1,1,54.0,8.3,1,1,1.9354838709677418,0,0
1,1,0,39.0,1,1,83.1583,1,3,0,39.0,27.71943333333333,3,3,0.46341240257942473,0,1
0,3,1,21.0,0,0,8.6625,0,1,1,63.0,8.6625,2,1,2.1733505821474774,0,0
0,3,1,28.0,0,0,8.05,0,1,1,84.0,8.05,2,1,3.0939226519337013,0,0
1,3,1,32.0,0,0,56.4958,0,1,1,96.0,56.4958,2,1,0.5565623923834436,0,1
1,1,1,28.0,0,0,29.7,1,1,1,28.0,29.7,2,1,0.9120521172638437,0,1
